date,time,product,device,clicks,clicks_rev
20/06/02,16:00:00,medicare,tablet,42,197.7358
20/06/02,17:00:00,life,mobile,643,3077.9118
20/06/02,17:00:00,medicare,mobile,352,1586.552
20/06/02,17:00:00,health,mobile,736,2512.1184
20/06/02,17:00:00,life,computer,159,1123.209
20/06/02,17:00:00,medicare,computer,146,959.5895
20/06/02,17:00:00,health,computer,422,1608.9219
20/06/02,17:00:00,life,tablet,26,80.737
20/06/02,17:00:00,medicare,tablet,44,193.0525
20/06/02,17:00:00,health,tablet,63,218.898
20/06/02,18:00:00,life,computer,169,1215.1645
20/06/02,18:00:00,medicare,mobile,235,849.1627
20/06/02,18:00:00,health,computer,315,1163.2309
20/06/02,18:00:00,health,mobile,932,2831.5378
20/06/02,18:00:00,life,mobile,460,2750.706
20/06/02,18:00:00,medicare,computer,119,743.918
20/06/02,18:00:00,life,tablet,28,156.1865
20/06/02,18:00:00,health,tablet,59,171.1895
20/06/02,18:00:00,medicare,tablet,20,113.9786
20/06/02,19:00:00,health,mobile,1000,2948.9415
20/06/02,19:00:00,life,mobile,368,1979.9153
20/06/02,19:00:00,medicare,mobile,209,776.8708
20/06/02,19:00:00,health,computer,280,868.610499999999
20/06/02,19:00:00,life,computer,159,1196.8798
20/06/02,19:00:00,health,tablet,45,130.2698
20/06/02,19:00:00,medicare,computer,134,820.399200000001
20/06/02,19:00:00,medicare,tablet,36,183.0516
20/06/02,19:00:00,life,tablet,24,87.6208
20/06/02,20:00:00,health,computer,288,860.7458
20/06/02,20:00:00,life,tablet,29,145.9616
20/06/02,20:00:00,health,mobile,1101,2996.6009
20/06/02,20:00:00,life,computer,119,861.052
20/06/02,20:00:00,life,mobile,383,1755.3797
20/06/02,20:00:00,medicare,computer,84,527.049
20/06/02,20:00:00,health,tablet,45,114.7219
20/06/02,20:00:00,medicare,mobile,202,688.121
20/06/02,20:00:00,medicare,tablet,20,100.7877
20/06/02,21:00:00,medicare,mobile,128,414.0753
20/06/02,21:00:00,life,computer,87,678.3793
20/06/02,21:00:00,health,computer,153,450.3515
20/06/02,21:00:00,life,mobile,275,1324.4254
20/06/02,21:00:00,health,mobile,700,1858.941
20/06/02,21:00:00,medicare,computer,59,299.4016
20/06/02,21:00:00,life,tablet,14,47.245
20/06/02,21:00:00,health,tablet,31,92.39
20/06/02,21:00:00,medicare,tablet,15,63.749
20/06/02,22:00:00,medicare,mobile,125,419.5853
20/06/02,22:00:00,health,mobile,555,1467.0525
20/06/02,22:00:00,medicare,computer,39,246.9921
20/06/02,22:00:00,life,mobile,202,1152.1702
20/06/02,22:00:00,health,computer,153,428.3166
20/06/02,22:00:00,life,computer,36,319.7777
20/06/02,22:00:00,medicare,tablet,5,8.8295
20/06/02,22:00:00,health,tablet,24,60.0081
20/06/02,22:00:00,life,tablet,8,35.6923
20/06/02,23:00:00,health,mobile,386,944.4313
20/06/02,23:00:00,life,mobile,206,794.0173
20/06/02,23:00:00,medicare,mobile,87,289.8152
20/06/02,23:00:00,health,computer,58,162.0884
20/06/02,23:00:00,health,tablet,7,16.0395
20/06/02,23:00:00,medicare,computer,35,152.411
20/06/02,23:00:00,life,computer,38,209.4453
20/06/02,23:00:00,life,tablet,14,50.906
20/06/02,23:00:00,medicare,tablet,5,18.5884
20/06/03,00:00:00,health,computer,57,194.4219
20/06/03,00:00:00,life,mobile,153,658.9904
20/06/03,00:00:00,health,mobile,316,855.6907
20/06/03,00:00:00,medicare,mobile,64,215.3474
20/06/03,00:00:00,medicare,tablet,6,17.4371
20/06/03,00:00:00,medicare,computer,26,107.9413
20/06/03,00:00:00,life,computer,24,209.8326
20/06/03,00:00:00,health,tablet,26,87.6962
20/06/03,00:00:00,life,tablet,4,12.742
20/06/03,01:00:00,health,mobile,308,880.003200000001
20/06/03,01:00:00,life,mobile,130,557.1842
20/06/03,01:00:00,health,computer,47,140.8949
20/06/03,01:00:00,medicare,mobile,55,187.0599
20/06/03,01:00:00,life,computer,20,147.0066
20/06/03,01:00:00,medicare,computer,36,260.7107
20/06/03,01:00:00,medicare,tablet,7,23.2297
20/06/03,01:00:00,health,tablet,3,7.854
20/06/03,01:00:00,life,tablet,2,6.5455
20/06/03,02:00:00,health,mobile,231,801.3918
20/06/03,02:00:00,life,mobile,159,627.74
20/06/03,02:00:00,health,tablet,6,11.8695
20/06/03,02:00:00,medicare,mobile,73,295.0179
20/06/03,02:00:00,medicare,tablet,2,4.2161
20/06/03,02:00:00,life,computer,27,168.3581
20/06/03,02:00:00,health,computer,80,286.1122
20/06/03,02:00:00,medicare,computer,18,99.8152
20/06/03,02:00:00,life,tablet,6,29.5771
20/06/03,03:00:00,health,mobile,335,1371.7046
20/06/03,03:00:00,health,computer,115,429.6373
20/06/03,03:00:00,life,mobile,184,830.1868
20/06/03,03:00:00,medicare,mobile,138,505.4112
20/06/03,03:00:00,life,computer,88,501.484
20/06/03,03:00:00,medicare,computer,44,326.3138
20/06/03,03:00:00,medicare,tablet,4,18.6057
20/06/03,03:00:00,health,tablet,14,69.4406
20/06/03,03:00:00,life,tablet,10,57.9531
20/06/03,04:00:00,health,mobile,440,1771.1368
20/06/03,04:00:00,medicare,mobile,220,960.7973
20/06/03,04:00:00,life,mobile,342,1521.7717
20/06/03,04:00:00,health,computer,148,595.079
20/06/03,04:00:00,medicare,computer,75,543.5585
20/06/03,04:00:00,health,tablet,34,190.0851
20/06/03,04:00:00,life,computer,117,634.6766
20/06/03,04:00:00,life,tablet,13,47.6851
20/06/03,04:00:00,medicare,tablet,12,74.7394
20/06/03,05:00:00,medicare,mobile,420,1960.7601
20/06/03,05:00:00,health,mobile,644,2711.353
20/06/03,05:00:00,life,mobile,555,2165.0739
20/06/03,05:00:00,medicare,computer,162,1228.407
20/06/03,05:00:00,health,computer,204,924.4519
20/06/03,05:00:00,life,computer,146,1070.0665
20/06/03,05:00:00,medicare,tablet,41,226.8566
20/06/03,05:00:00,health,tablet,19,74.764
20/06/03,05:00:00,life,tablet,31,128.1875
20/06/03,06:00:00,health,mobile,717,3514.6503
20/06/03,06:00:00,medicare,computer,350,2227.1572
20/06/03,06:00:00,medicare,mobile,645,2919.9969
20/06/03,06:00:00,life,mobile,700,3451.50110000001
20/06/03,06:00:00,life,computer,267,1976.8745
20/06/03,06:00:00,medicare,tablet,82,360.7641
20/06/03,06:00:00,health,computer,428,2490.4331
20/06/03,06:00:00,health,tablet,37,206.0705
20/06/03,06:00:00,life,tablet,48,165.8828
20/06/03,07:00:00,health,computer,564,3503.9489
20/06/03,07:00:00,health,mobile,860,4363.6414
20/06/03,07:00:00,life,mobile,784,4033.53170000001
20/06/03,07:00:00,medicare,computer,447,3080.5038
20/06/03,07:00:00,medicare,mobile,784,3360.3226
20/06/03,07:00:00,life,computer,239,1983.115
20/06/03,07:00:00,medicare,tablet,167,780.2627
20/06/03,07:00:00,health,tablet,41,235.5982
20/06/03,07:00:00,life,tablet,44,162.7164
20/06/03,08:00:00,life,computer,302,2301.9201
20/06/03,08:00:00,medicare,computer,393,2992.9035
20/06/03,08:00:00,medicare,mobile,845,3572.6589
20/06/03,08:00:00,life,mobile,739,3884.40790000001
20/06/03,08:00:00,health,computer,710,4606.5359
20/06/03,08:00:00,health,mobile,911,4411.0328
20/06/03,08:00:00,life,tablet,43,193.2513
20/06/03,08:00:00,medicare,tablet,114,494.4786
20/06/03,08:00:00,health,tablet,56,319.1505
20/06/03,09:00:00,health,mobile,995,4834.6701
20/06/03,09:00:00,health,computer,663,4215.4495
20/06/03,09:00:00,life,mobile,689,3247.09300000001
20/06/03,09:00:00,medicare,computer,356,2710.1331
20/06/03,09:00:00,medicare,mobile,718,3274.5276
20/06/03,09:00:00,life,computer,337,2634.8065
20/06/03,09:00:00,medicare,tablet,100,528.8718
20/06/03,09:00:00,health,tablet,56,296.2991
20/06/03,09:00:00,life,tablet,38,165.203
20/06/03,10:00:00,health,computer,667,4134.0427
20/06/03,10:00:00,health,mobile,1033,5001.9784
20/06/03,10:00:00,health,tablet,57,285.8666
20/06/03,10:00:00,medicare,tablet,61,335.9
20/06/03,10:00:00,life,computer,371,2851.2634
20/06/03,10:00:00,medicare,computer,383,3065.2881
20/06/03,10:00:00,life,mobile,708,3325.92090000001
20/06/03,10:00:00,medicare,mobile,689,3173.2653
20/06/03,10:00:00,life,tablet,57,295.0883
20/06/03,11:00:00,health,mobile,1059,4874.96020000001
20/06/03,11:00:00,medicare,mobile,882,4249.4624
20/06/03,11:00:00,life,mobile,669,3299.82920000001
20/06/03,11:00:00,health,computer,658,4124.9244
20/06/03,11:00:00,life,computer,329,2532.8663
20/06/03,11:00:00,life,tablet,54,276.9405
20/06/03,11:00:00,medicare,computer,365,2739.1101
20/06/03,11:00:00,medicare,tablet,67,355.3187
20/06/03,11:00:00,health,tablet,56,283.2872
20/06/03,12:00:00,health,computer,668,3998.3755
20/06/03,12:00:00,life,mobile,775,3675.62340000001
20/06/03,12:00:00,health,mobile,964,4616.1591
20/06/03,12:00:00,health,tablet,42,238.1412
20/06/03,12:00:00,medicare,computer,363,3143.2858
20/06/03,12:00:00,medicare,mobile,863,4034.7189
20/06/03,12:00:00,life,computer,297,2218.8019
20/06/03,12:00:00,life,tablet,42,227.8427
20/06/03,12:00:00,medicare,tablet,78,443.6297
20/06/03,13:00:00,life,computer,271,2083.4094
20/06/03,13:00:00,medicare,computer,339,2698.4898
20/06/03,13:00:00,medicare,mobile,871,3905.8615
20/06/03,13:00:00,life,mobile,860,3977.53990000001
20/06/03,13:00:00,health,mobile,991,4606.10450000001
20/06/03,13:00:00,health,computer,633,3851.832
20/06/03,13:00:00,health,tablet,87,454.2653
20/06/03,13:00:00,medicare,tablet,100,526.0115
20/06/03,13:00:00,life,tablet,58,276.5027
20/06/03,14:00:00,life,mobile,797,3644.42140000001
20/06/03,14:00:00,medicare,mobile,777,3562.9138
20/06/03,14:00:00,medicare,computer,262,2149.0544
20/06/03,14:00:00,life,computer,277,1979.3361
20/06/03,14:00:00,health,computer,483,3009.9031
20/06/03,14:00:00,health,mobile,917,4222.9999
20/06/03,14:00:00,medicare,tablet,89,469.1544
20/06/03,14:00:00,health,tablet,43,251.988
20/06/03,14:00:00,life,tablet,46,246.2837
20/06/03,15:00:00,life,mobile,703,3081.5949
20/06/03,15:00:00,medicare,mobile,666,2810.9986
20/06/03,15:00:00,health,mobile,867,3875.85440000001
20/06/03,15:00:00,life,computer,192,1518.2417
20/06/03,15:00:00,health,computer,488,2935.5571
20/06/03,15:00:00,life,tablet,37,214.7241
20/06/03,15:00:00,medicare,computer,240,1779.2373
20/06/03,15:00:00,medicare,tablet,64,311.8216
20/06/03,15:00:00,health,tablet,58,263.7939
20/06/03,16:00:00,health,computer,402,2002.3751
20/06/03,16:00:00,health,mobile,732,2904.2345
20/06/03,16:00:00,medicare,computer,214,1283.8613
20/06/03,16:00:00,life,computer,179,1623.6865
20/06/03,16:00:00,medicare,mobile,432,1839.6214
20/06/03,16:00:00,life,mobile,577,3185.6698
20/06/03,16:00:00,health,tablet,49,211.0059
20/06/03,16:00:00,life,tablet,24,85.5316
20/06/03,16:00:00,medicare,tablet,74,347.6719
20/06/03,17:00:00,life,computer,128,1154.2276
20/06/03,17:00:00,life,mobile,457,2652.7792
20/06/03,17:00:00,medicare,mobile,285,1174.3566
20/06/03,17:00:00,health,mobile,805,2857.9087
20/06/03,17:00:00,health,computer,355,1453.475
20/06/03,17:00:00,health,tablet,72,292.4623
20/06/03,17:00:00,medicare,computer,155,1180.542
20/06/03,17:00:00,life,tablet,27,154.8132
20/06/03,17:00:00,medicare,tablet,39,116.4659
20/06/03,18:00:00,life,mobile,370,2243.2905
20/06/03,18:00:00,health,mobile,892,2805.8799
20/06/03,18:00:00,medicare,computer,138,746.0356
20/06/03,18:00:00,health,tablet,42,142.3827
20/06/03,18:00:00,health,computer,397,1415.4213
20/06/03,18:00:00,life,computer,118,998.2344
20/06/03,18:00:00,medicare,mobile,242,808.2873
20/06/03,18:00:00,medicare,tablet,28,89.1648
20/06/03,18:00:00,life,tablet,28,151.4849
20/06/03,19:00:00,health,mobile,924,2894.9717
20/06/03,19:00:00,life,mobile,306,1578.1081
20/06/03,19:00:00,health,computer,268,916.6345
20/06/03,19:00:00,health,tablet,65,188.4686
20/06/03,19:00:00,medicare,computer,116,722.0187
20/06/03,19:00:00,medicare,mobile,207,722.193600000001
20/06/03,19:00:00,life,computer,96,646.9591
20/06/03,19:00:00,life,tablet,18,88.9425
20/06/03,19:00:00,medicare,tablet,25,67.8111
20/06/03,20:00:00,medicare,mobile,173,632.9025
20/06/03,20:00:00,health,computer,271,838.415400000001
20/06/03,20:00:00,life,mobile,262,1438.1949
20/06/03,20:00:00,health,mobile,893,2654.2952
20/06/03,20:00:00,life,tablet,17,37.941
20/06/03,20:00:00,medicare,computer,109,509.5004
20/06/03,20:00:00,health,tablet,39,146.7388
20/06/03,20:00:00,life,computer,90,763.5625
20/06/03,20:00:00,medicare,tablet,15,67.4155
20/06/03,21:00:00,health,computer,159,480.8901
20/06/03,21:00:00,health,mobile,690,1987.3151
20/06/03,21:00:00,life,computer,47,342.7726
20/06/03,21:00:00,life,mobile,220,1100.8138
20/06/03,21:00:00,health,tablet,29,78.2509
20/06/03,21:00:00,medicare,computer,114,564.8876
20/06/03,21:00:00,medicare,mobile,142,537.0885
20/06/03,21:00:00,medicare,tablet,15,40.6284
20/06/03,21:00:00,life,tablet,16,77.9096
20/06/03,22:00:00,health,mobile,518,1371.4836
20/06/03,22:00:00,life,mobile,178,747.7125
20/06/03,22:00:00,medicare,mobile,131,491.4554
20/06/03,22:00:00,medicare,computer,39,178.349
20/06/03,22:00:00,health,computer,95,303.7116
20/06/03,22:00:00,health,tablet,26,67.1063
20/06/03,22:00:00,life,computer,32,122.8375
20/06/03,22:00:00,life,tablet,10,36.8685
20/06/03,22:00:00,medicare,tablet,10,39.262
20/06/03,23:00:00,health,computer,99,245.9496
20/06/03,23:00:00,life,mobile,162,748.9915
20/06/03,23:00:00,health,mobile,353,939.6101
20/06/03,23:00:00,medicare,computer,39,192.4795
20/06/03,23:00:00,life,computer,33,204.1478
20/06/03,23:00:00,medicare,mobile,94,312.911
20/06/03,23:00:00,health,tablet,22,59.0945
20/06/03,23:00:00,life,tablet,9,20.0168
20/06/03,23:00:00,medicare,tablet,2,14.7611
20/06/04,00:00:00,health,mobile,328,871.3541
20/06/04,00:00:00,life,mobile,141,726.8017
20/06/04,00:00:00,health,computer,59,168.2306
20/06/04,00:00:00,health,tablet,13,44.5882
20/06/04,00:00:00,medicare,mobile,65,243.27
20/06/04,00:00:00,medicare,computer,31,192.3094
20/06/04,00:00:00,medicare,tablet,9,51.855
20/06/04,00:00:00,life,computer,20,128.0066
20/06/04,00:00:00,life,tablet,9,29.8563
20/06/04,01:00:00,health,computer,65,217.5154
20/06/04,01:00:00,life,mobile,107,591.5556
20/06/04,01:00:00,medicare,mobile,64,249.3091
20/06/04,01:00:00,health,mobile,268,740.5048
20/06/04,01:00:00,medicare,computer,38,198.7276
20/06/04,01:00:00,medicare,tablet,2,6.1139
20/06/04,01:00:00,life,computer,20,109.9798
20/06/04,01:00:00,life,tablet,5,27.6445
20/06/04,01:00:00,health,tablet,6,17.3836
20/06/04,02:00:00,life,mobile,142,672.2623
20/06/04,02:00:00,medicare,mobile,39,161.2714
20/06/04,02:00:00,health,mobile,270,923.4694
20/06/04,02:00:00,medicare,computer,46,294.678
20/06/04,02:00:00,health,computer,60,210.4597
20/06/04,02:00:00,health,tablet,25,92.6472
20/06/04,02:00:00,life,computer,33,201.9239
20/06/04,02:00:00,life,tablet,6,18.7348
20/06/04,02:00:00,medicare,tablet,8,29.7908
20/06/04,03:00:00,life,mobile,208,988.9363
20/06/04,03:00:00,life,computer,64,436.5128
20/06/04,03:00:00,medicare,mobile,134,450.8541
20/06/04,03:00:00,health,mobile,344,1340.1952
20/06/04,03:00:00,health,computer,85,316.8403
20/06/04,03:00:00,medicare,computer,65,402.9769
20/06/04,03:00:00,life,tablet,4,16.2784
20/06/04,03:00:00,medicare,tablet,8,42.1547
20/06/04,03:00:00,health,tablet,13,42.1877
20/06/04,04:00:00,health,computer,143,634.4412
20/06/04,04:00:00,health,tablet,19,87.9799
20/06/04,04:00:00,life,mobile,364,1548.2556
20/06/04,04:00:00,health,mobile,463,1852.2221
20/06/04,04:00:00,medicare,mobile,225,1016.9553
20/06/04,04:00:00,medicare,computer,110,685.7267
20/06/04,04:00:00,life,computer,82,451.3716
20/06/04,04:00:00,life,tablet,29,99.4043
20/06/04,04:00:00,medicare,tablet,14,104.3069
20/06/04,05:00:00,life,tablet,27,82.2088
20/06/04,05:00:00,health,computer,230,1048.3867
20/06/04,05:00:00,life,computer,130,1117.8306
20/06/04,05:00:00,medicare,mobile,448,2009.189
20/06/04,05:00:00,health,mobile,682,2859.2549
20/06/04,05:00:00,life,mobile,532,2176.9481
20/06/04,05:00:00,medicare,computer,196,1414.7652
20/06/04,05:00:00,health,tablet,40,178.1235
20/06/04,05:00:00,medicare,tablet,39,179.2898
20/06/04,06:00:00,medicare,computer,228,1899.8525
20/06/04,06:00:00,life,mobile,637,3089.3997
20/06/04,06:00:00,health,mobile,797,4108.7323
20/06/04,06:00:00,medicare,mobile,651,2776.942
20/06/04,06:00:00,health,computer,450,2645.9568
20/06/04,06:00:00,life,computer,174,1656.009
20/06/04,06:00:00,medicare,tablet,66,221.8665
20/06/04,06:00:00,life,tablet,45,165.8089
20/06/04,06:00:00,health,tablet,34,176.5116
20/06/04,07:00:00,life,mobile,770,3962.9091
20/06/04,07:00:00,health,mobile,966,4813.9608
20/06/04,07:00:00,medicare,mobile,660,2898.8693
20/06/04,07:00:00,health,computer,549,3584.2294
20/06/04,07:00:00,medicare,computer,337,2599.8824
20/06/04,07:00:00,life,computer,235,2079.6369
20/06/04,07:00:00,life,tablet,50,285.6661
20/06/04,07:00:00,medicare,tablet,92,446.3927
20/06/04,07:00:00,health,tablet,35,178.9044
20/06/04,08:00:00,health,computer,570,3681.569
20/06/04,08:00:00,life,mobile,815,3999.6407
20/06/04,08:00:00,life,computer,256,2293.5621
20/06/04,08:00:00,health,mobile,1062,5486.5306
20/06/04,08:00:00,medicare,mobile,568,2577.8633
20/06/04,08:00:00,medicare,tablet,90,452.7845
20/06/04,08:00:00,life,tablet,54,270.0378
20/06/04,08:00:00,medicare,computer,401,3033.9609
20/06/04,08:00:00,health,tablet,41,191.2235
20/06/04,09:00:00,health,mobile,1124,5487.67110000001
20/06/04,09:00:00,life,mobile,839,4260.95370000001
20/06/04,09:00:00,medicare,computer,383,2864.5759
20/06/04,09:00:00,medicare,mobile,651,2894.5643
20/06/04,09:00:00,health,computer,558,3590.3884
20/06/04,09:00:00,life,computer,293,2234.6173
20/06/04,09:00:00,medicare,tablet,55,274.3628
20/06/04,09:00:00,health,tablet,46,272.0678
20/06/04,09:00:00,life,tablet,38,157.9295
20/06/04,10:00:00,life,mobile,861,4414.5036
20/06/04,10:00:00,life,computer,353,2687.4028
20/06/04,10:00:00,health,mobile,1135,5464.71000000001
20/06/04,10:00:00,medicare,mobile,644,2928.74319999999
20/06/04,10:00:00,medicare,tablet,70,347.0466
20/06/04,10:00:00,health,computer,530,3454.7068
20/06/04,10:00:00,medicare,computer,419,3145.1363
20/06/04,10:00:00,health,tablet,46,229.8533
20/06/04,10:00:00,life,tablet,68,278.3008
20/06/04,11:00:00,life,mobile,940,4915.98980000001
20/06/04,11:00:00,life,tablet,51,227.1592
20/06/04,11:00:00,health,computer,608,3860.6776
20/06/04,11:00:00,health,mobile,1053,5101.80310000001
20/06/04,11:00:00,medicare,mobile,562,2481.477
20/06/04,11:00:00,medicare,computer,400,2735.7891
20/06/04,11:00:00,medicare,tablet,73,328.4002
20/06/04,11:00:00,life,computer,338,2710.5075
20/06/04,11:00:00,health,tablet,55,265.6302
